,sale_id,date,price
0,0,2014-05-09 00:00:00,376000.0
1,1,2014-05-09 00:00:00,800000.0
2,2,2014-05-09 00:00:00,2238888.0
3,3,2014-05-09 00:00:00,324000.0
4,4,2014-05-10 00:00:00,549900.0
5,5,2014-05-10 00:00:00,320000.0
6,6,2014-05-10 00:00:00,875000.0
7,7,2014-05-10 00:00:00,265000.0
8,8,2014-05-10 00:00:00,394950.0
9,9,2014-05-11 00:00:00,842500.0
10,10,2014-05-11 00:00:00,368000.0
11,11,2014-05-12 00:00:00,1225000.0
12,12,2014-05-12 00:00:00,885000.0
13,13,2014-05-12 00:00:00,453246.0
14,14,2014-05-12 00:00:00,927000.0
15,15,2014-05-12 00:00:00,490000.0
16,16,2014-05-12 00:00:00,341000.0
17,17,2014-05-12 00:00:00,235000.0
18,18,2014-05-12 00:00:00,1200000.0
19,19,2014-05-12 00:00:00,560000.0
20,20,2014-05-12 00:00:00,900000.0
21,21,2014-05-12 00:00:00,255000.0
22,22,2014-05-12 00:00:00,1575000.0
23,23,2014-05-12 00:00:00,876650.0
24,24,2014-05-12 00:00:00,540000.0
25,25,2014-05-12 00:00:00,350000.0
26,26,2014-05-12 00:00:00,750000.0
27,27,2014-05-12 00:00:00,582000.0
28,28,2014-05-12 00:00:00,1315000.0
29,29,2014-05-12 00:00:00,372500.0
30,30,2014-05-12 00:00:00,410000.0
31,31,2014-05-12 00:00:00,360000.0
32,32,2014-05-12 00:00:00,1015000.0
33,33,2014-05-12 00:00:00,225000.0
34,34,2014-05-12 00:00:00,647000.0
35,35,2014-05-12 00:00:00,950000.0
36,36,2014-05-12 00:00:00,185000.0
37,37,2014-05-12 00:00:00,335000.0
38,38,2014-05-12 00:00:00,210000.0
39,39,2014-05-12 00:00:00,522000.0
40,40,2014-05-12 00:00:00,770000.0
41,41,2014-05-12 00:00:00,499950.0
42,42,2014-05-12 00:00:00,751000.0
43,43,2014-05-12 00:00:00,330000.0
44,44,2014-05-12 00:00:00,465000.0
45,45,2014-05-12 00:00:00,850000.0
46,46,2014-05-12 00:00:00,947500.0
47,47,2014-05-12 00:00:00,302000.0
48,48,2014-05-12 00:00:00,500000.0
49,49,2014-05-12 00:00:00,201000.0
50,50,2014-05-12 00:00:00,265000.0
51,51,2014-05-12 00:00:00,870300.0
52,52,2014-05-12 00:00:00,339000.0
53,53,2014-05-12 00:00:00,690000.0
54,54,2014-05-12 00:00:00,788000.0
55,55,2014-05-12 00:00:00,315275.0
56,56,2014-05-12 00:00:00,505000.0
57,57,2014-05-12 00:00:00,368000.0
58,58,2014-05-12 00:00:00,947500.0
59,59,2014-05-12 00:00:00,156000.0
60,60,2014-05-12 00:00:00,610000.0
61,61,2014-05-12 00:00:00,420000.0
62,62,2014-05-12 00:00:00,192000.0
63,63,2014-05-12 00:00:00,910000.0
64,64,2014-05-12 00:00:00,1300000.0
65,65,2014-05-12 00:00:00,1346400.0
66,66,2014-05-12 00:00:00,840000.0
67,67,2014-05-12 00:00:00,300000.0
68,68,2014-05-12 00:00:00,505000.0
69,69,2014-05-12 00:00:00,110000.0
70,70,2014-05-12 00:00:00,746000.0
71,71,2014-05-12 00:00:00,211000.0
72,72,2014-05-12 00:00:00,675000.0
73,73,2014-05-12 00:00:00,734200.0
74,74,2014-05-12 00:00:00,1225000.0
75,75,2014-05-12 00:00:00,615000.0
76,76,2014-05-12 00:00:00,630000.0
77,77,2014-05-12 00:00:00,1264000.0
78,78,2014-05-12 00:00:00,301500.0
79,79,2014-05-12 00:00:00,369000.0
80,80,2014-05-12 00:00:00,635000.0
81,81,2014-05-12 00:00:00,1033888.0
82,82,2014-05-12 00:00:00,383000.0
83,83,2014-05-12 00:00:00,1050000.0
84,84,2014-05-13 00:00:00,455000.0
85,85,2014-05-13 00:00:00,819900.0
86,86,2014-05-13 00:00:00,625000.0
87,87,2014-05-13 00:00:00,651000.0
88,88,2014-05-13 00:00:00,480000.0
89,89,2014-05-13 00:00:00,757000.0
90,90,2014-05-13 00:00:00,460000.0
91,91,2014-05-13 00:00:00,267345.0
92,92,2014-05-13 00:00:00,530000.0
93,93,2014-05-13 00:00:00,449500.0
94,94,2014-05-13 00:00:00,289000.0
95,95,2014-05-13 00:00:00,373000.0
96,96,2014-05-13 00:00:00,525000.0
97,97,2014-05-13 00:00:00,777000.0
98,98,2014-05-13 00:00:00,550000.0
99,99,2014-05-13 00:00:00,523000.0
100,100,2014-05-13 00:00:00,628000.0
101,101,2014-05-13 00:00:00,581000.0
102,102,2014-05-13 00:00:00,245000.0
103,103,2014-05-13 00:00:00,415000.0
104,104,2014-05-13 00:00:00,1895000.0
105,105,2014-05-13 00:00:00,225000.0
106,106,2014-05-13 00:00:00,287000.0
107,107,2014-05-13 00:00:00,799200.0
108,108,2014-05-13 00:00:00,239950.0
109,109,2014-05-13 00:00:00,591000.0
110,110,2014-05-13 00:00:00,700000.0
111,111,2014-05-13 00:00:00,475000.0
112,112,2014-05-13 00:00:00,575000.0
113,113,2014-05-13 00:00:00,771000.0
114,114,2014-05-13 00:00:00,155000.0
115,115,2014-05-13 00:00:00,550000.0
116,116,2014-05-13 00:00:00,645000.0
117,117,2014-05-13 00:00:00,464000.0
118,118,2014-05-13 00:00:00,1050000.0
119,119,2014-05-13 00:00:00,350000.0
120,120,2014-05-13 00:00:00,591000.0
121,121,2014-05-13 00:00:00,2555000.0
122,122,2014-05-13 00:00:00,717000.0
123,123,2014-05-13 00:00:00,225000.0
124,124,2014-05-13 00:00:00,225000.0
125,125,2014-05-13 00:00:00,345000.0
126,126,2014-05-13 00:00:00,230000.0
127,127,2014-05-13 00:00:00,385000.0
128,128,2014-05-13 00:00:00,90000.0
129,129,2014-05-13 00:00:00,860000.0
130,130,2014-05-13 00:00:00,675000.0
131,131,2014-05-13 00:00:00,975000.0
132,132,2014-05-13 00:00:00,780000.0
133,133,2014-05-13 00:00:00,370000.0
134,134,2014-05-13 00:00:00,665000.0
135,135,2014-05-13 00:00:00,675000.0
136,136,2014-05-13 00:00:00,620000.0
137,137,2014-05-13 00:00:00,1105000.0
138,138,2014-05-13 00:00:00,450000.0
139,139,2014-05-13 00:00:00,450000.0
140,140,2014-05-13 00:00:00,530000.0
141,141,2014-05-13 00:00:00,635000.0
142,142,2014-05-13 00:00:00,580000.0
143,143,2014-05-13 00:00:00,1550000.0
144,144,2014-05-13 00:00:00,285000.0
145,145,2014-05-13 00:00:00,375000.0
146,146,2014-05-13 00:00:00,1400000.0
147,147,2014-05-13 00:00:00,560000.0
148,148,2014-05-13 00:00:00,405000.0
149,149,2014-05-13 00:00:00,413000.0
150,150,2014-05-13 00:00:00,287600.0
151,151,2014-05-13 00:00:00,1680000.0
152,152,2014-05-13 00:00:00,225000.0
153,153,2014-05-13 00:00:00,319000.0
154,154,2014-05-13 00:00:00,322500.0
155,155,2014-05-13 00:00:00,570000.0
156,156,2014-05-13 00:00:00,465000.0
157,157,2014-05-13 00:00:00,435000.0
158,158,2014-05-13 00:00:00,502000.0
159,159,2014-05-13 00:00:00,525000.0
160,160,2014-05-13 00:00:00,525000.0
161,161,2014-05-13 00:00:00,660000.0
162,162,2014-05-13 00:00:00,870000.0
163,163,2014-05-13 00:00:00,650000.0
164,164,2014-05-13 00:00:00,505000.0
165,165,2014-05-13 00:00:00,330000.0
166,166,2014-05-14 00:00:00,385000.0
167,167,2014-05-14 00:00:00,306000.0
168,168,2014-05-14 00:00:00,546000.0
169,169,2014-05-14 00:00:00,925000.0
170,170,2014-05-14 00:00:00,542000.0
171,171,2014-05-14 00:00:00,800000.0
172,172,2014-05-14 00:00:00,620000.0
173,173,2014-05-14 00:00:00,175000.0
174,174,2014-05-14 00:00:00,740000.0
175,175,2014-05-14 00:00:00,345000.0
176,176,2014-05-14 00:00:00,510000.0
177,177,2014-05-14 00:00:00,530000.0
178,178,2014-05-14 00:00:00,155000.0
179,179,2014-05-14 00:00:00,266000.0
180,180,2014-05-14 00:00:00,257200.0
181,181,2014-05-14 00:00:00,265000.0
182,182,2014-05-14 00:00:00,372220.0
183,183,2014-05-14 00:00:00,337500.0
184,184,2014-05-14 00:00:00,582500.0
185,185,2014-05-14 00:00:00,489200.0
186,186,2014-05-14 00:00:00,405100.0
187,187,2014-05-14 00:00:00,372977.0
188,188,2014-05-14 00:00:00,310000.0
189,189,2014-05-14 00:00:00,538000.0
190,190,2014-05-14 00:00:00,1400000.0
191,191,2014-05-14 00:00:00,317000.0
192,192,2014-05-14 00:00:00,702500.0
193,193,2014-05-14 00:00:00,565000.0
194,194,2014-05-14 00:00:00,723000.0
195,195,2014-05-14 00:00:00,766950.0
196,196,2014-05-14 00:00:00,682000.0
197,197,2014-05-14 00:00:00,325000.0
198,198,2014-05-14 00:00:00,543000.0
199,199,2014-05-14 00:00:00,525000.0
200,200,2014-05-14 00:00:00,364000.0
201,201,2014-05-14 00:00:00,394475.0
202,202,2014-05-14 00:00:00,316000.0
203,203,2014-05-14 00:00:00,339950.0
204,204,2014-05-14 00:00:00,486000.0
205,205,2014-05-14 00:00:00,160000.0
206,206,2014-05-14 00:00:00,930000.0
207,207,2014-05-14 00:00:00,139000.0
208,208,2014-05-14 00:00:00,562000.0
